www.pointers.com,50,
www.2darrays.com,8190,
www.aucmajors.com,64,
www.cscourses.com,62,
www.auccourses.com,103,
www.sports.com,97,
www.calculus.com,57,
www.physics.com,47,
www.2dpointers.com,24,
www.2ddynamicarray.com,8279,
www.2dinitialize.com,8185,
www.computerscience.com,98,
www.math.com,63,
www.mechanical.com,45,
www.electronics.com,30,
www.business.com,10,
www.imc.com,63,
www.cs1.com,66,
www.cs2.com,64,
www.physics1.com,128,
www.rhet.com,294,
www.pathways.com,66,
www.core.com,63,
www.globalstudies.com,3,
www.worldstudies.com,2,
www.football.com,62,
www.basketball.com,81,
www.volleyball.com,37,
www.calculus1.com,57,
www.calculus2.com,31,
www.calculus3.com,130,
www.physics2.com,150,
www.physics3.com,20,
